id,home_id,date,value
4598,562,1237764842948,83700
4599,562,1206228842948,83700
4600,562,1174606442948,161550
4601,562,1143074042948,39645
4602,562,1111538042948,39870
4603,562,1080002042948,38880
4604,562,1048379642948,16245
4605,562,1016843642948,16245
4606,562,985307642948,15750
4607,562,953771642948,14400
4608,564,1553297645072,26940
4609,564,1521761645072,24613
4610,564,1490225645072,23220
4611,564,1458689645072,23940
4612,564,1427067245072,25344
4613,564,1395531245072,24240
4614,564,1363995245072,23160
4615,564,1332459245072,22387
4616,564,1300836845072,21120
4617,564,1269300845072,21427
4618,564,1237764845072,20620
4619,564,1206228845072,19584
4620,564,1174606445072,19584
4621,564,1143074045072,18926
4622,564,1111538045072,17856
4623,564,1080002045072,17184
4624,564,1048379645072,16320
4625,564,1016843645072,16320
4626,564,985307645072,15772
4627,564,953771645072,14880
4628,566,1553297647158,38100
4629,566,1521761647158,28941
4630,567,1553297648107,1698300
4631,567,1521761648107,1575900
4632,567,1490225648107,1461150
4633,568,1521761649020,45590
4634,568,1490225649020,43010
4635,568,1458689649020,40576
4636,568,1427067249020,38280
4637,568,1395531249020,38280
4638,569,1553297650104,119520
4639,569,1521761650104,42976
4640,569,1490225650104,40825
4641,569,1458689650104,38674
4642,569,1427067250104,38666
4643,569,1395531250104,37960
4644,569,1363995250104,35814
4645,569,1332459250104,34021
4646,569,1300836850104,32229
4647,569,1269300850104,32222
4648,569,1237764850104,31634
4649,569,1206228850104,29845
4650,569,1174606450104,28351
4651,569,1143074050104,26858
4652,569,1111538050104,26852
4653,569,1080002050104,26362
4654,569,1048379650104,24871
4655,569,1016843650104,23626
4656,569,985307650104,22382
4657,569,953771650104,22377
4658,571,1269300852175,null
4659,571,1237764852175,null
4660,571,1206228852175,null
4661,571,1174606452175,null
4662,572,1553297653106,98520
4663,572,1521761653106,29378
4664,572,1490225653106,27945
4665,572,1458689653106,27199
4666,572,1427067253106,27195
4667,572,1395531253106,25677
4668,572,1363995253106,24482
4669,572,1332459253106,23288
4670,572,1300836853106,22666
4671,572,1269300853106,22663
4672,572,1237764853106,21398
4673,572,1206228853106,20402
4674,572,1174606453106,19407
4675,572,1143074053106,18889
4676,572,1111538053106,18886
4677,572,1080002053106,17832
4678,572,1048379653106,17002
4679,572,1016843653106,16173
4680,572,985307653106,15741
4681,572,953771653106,15739
4682,576,1553297656311,54540
4683,576,1521761656311,33934
4684,576,1490225656311,32014
4685,576,1458689656311,31886
4686,576,1427067256311,31771
4687,576,1395531256311,29974
4688,576,1363995256311,28279
4689,576,1332459256311,26679
4690,576,1300836856311,26572
4691,576,1269300856311,26476
4692,576,1237764856311,24979
4693,576,1206228856311,23566
4694,576,1174606456311,22233
4695,576,1143074056311,22144
4696,576,1111538056311,22064
4697,576,1080002056311,20816
4698,576,1048379656311,19639
4699,576,1016843656311,18528
4700,576,985307656311,18454
4701,576,953771656311,18387
4702,577,1553297657200,80160
4703,577,1521761657200,49248
4704,577,1490225657200,47475
4705,577,1458689657200,44788
4706,577,1427067257200,43545
4707,577,1395531257200,41472
4708,577,1363995257200,41040
4709,577,1332459257200,39563
4710,577,1300836857200,37324
4711,577,1269300857200,36288
4712,577,1237764857200,34560
4713,577,1206228857200,34560
4714,577,1174606457200,32970
4715,577,1143074057200,31104
4716,577,1111538057200,30240
4717,577,1080002057200,28800
4718,577,1048379657200,28800
4719,577,1016843657200,27475
4720,577,985307657200,25920
4721,577,953771657200,25200
4722,579,1553297659385,31080
4723,579,1521761659385,21432
4724,579,1490225659385,20220
4725,579,1458689659385,19076
4726,579,1427067259385,19076
4727,579,1395531259385,18931
4728,579,1363995259385,17860
4729,579,1332459259385,16850
4730,579,1300836859385,15897
4731,579,1269300859385,15897
4732,579,1237764859385,15777
4733,579,1206228859385,14884
4734,579,1174606459385,14042
4735,579,1143074059385,13248
4736,579,1111538059385,13248
4737,579,1080002059385,13148
4738,579,1048379659385,12404
4739,579,1016843659385,11702
4740,579,985307659385,11040
4741,579,953771659385,11040
4742,580,1553297660844,60600
4743,580,1521761660844,25437
4744,580,1490225660844,24004
4745,580,1458689660844,23736
4746,580,1427067260844,23736
4747,580,1395531260844,22394
4748,580,1363995260844,21198
4749,580,1332459260844,20004
4750,580,1300836860844,19780
4751,580,1269300860844,19780
4752,580,1237764860844,18662
4753,580,1206228860844,17665
4754,580,1174606460844,16670
4755,580,1143074060844,16484
4756,580,1111538060844,16484
4757,580,1080002060844,15552
4758,580,1048379660844,14721
4759,580,1016843660844,13892
4760,580,985307660844,13737
4761,580,953771660844,13737
4762,584,1553297665147,33960
4763,584,1521761665147,24486
4764,584,1490225665147,23100
4765,584,1458689665147,23150
4766,584,1427067265147,21841
4767,584,1395531265147,20901
4768,584,1363995265147,20596
4769,584,1332459265147,20340
4770,584,1300836865147,19292
4771,584,1269300865147,18201
4772,584,1237764865147,17418
4773,584,1206228865147,17164
4774,586,1553297667407,26460
4775,586,1521761667407,16561
4776,586,1490225667407,15624
4777,586,1458689667407,15624
4778,586,1427067267407,15506
4779,586,1395531267407,14629
4780,586,1363995267407,13801
4781,586,1332459267407,13020
4782,586,1300836867407,15300
4783,586,1269300867407,18028
4784,586,1237764867407,17008
4785,586,1206228867407,16046
4786,586,1174606467407,15552
4787,586,1143074067407,15552
4788,586,1111538067407,15024
4789,586,1080002067407,14174
4790,586,1048379667407,13372
4791,586,1016843667407,12960
4792,586,985307667407,12960
4793,586,953771667407,12520
4794,587,1553297668481,42540
4795,587,1521761668481,27945
4796,587,1490225668481,26512
4797,587,1458689668481,25081
4798,587,1427067268481,25081
4799,587,1395531268481,24482
4800,587,1363995268481,23288
4801,587,1332459268481,22094
4802,587,1300836868481,20901
4803,587,1269300868481,20901
4804,587,1237764868481,20402
4805,587,1206228868481,19407
