id,address,bedrooms,bathrooms,sq_ft,year_built,for_sale,current_price,zillow_url,last_modified
838,"19939 34th Ave, Flushing, NY 11358",3,6,,1930,TRUE,848000,https://www.zillow.com/homedetails/19939-34th-Ave-Flushing-NY-11358/32059629_zpid/,38:35.0
839,"995 5th Ave, New York, NY 10028",995,6,5042,1926,TRUE,50000000,https://www.zillow.com/homedetails/995-5th-Ave-New-York-NY-10028/219692413_zpid/,38:36.4
840,"190 Maybury Ave, Staten Island, NY 10308",3,6,,1965,TRUE,649000,https://www.zillow.com/homedetails/190-Maybury-Ave-Staten-Island-NY-10308/32345812_zpid/,38:37.3
841,"186 Norfolk St, Brooklyn, NY 11235",2,6,924,1920,TRUE,315000,https://www.zillow.com/homedetails/186-Norfolk-St-Brooklyn-NY-11235/30791354_zpid/,38:38.3
842,"2052 Bathgate Ave, Bronx, NY 10457",5,,1516,1910,TRUE,575000,https://www.zillow.com/homedetails/2052-Bathgate-Ave-Bronx-NY-10457/29784304_zpid/,38:39.2
843,"33-04 Junction Blvd APT 6M, Jackson Heights, NY 11372",1,6,818,1959,TRUE,260000,https://www.zillow.com/homedetails/33-04-Junction-Blvd-APT-6M-Jackson-Heights-NY-11372/294925776_zpid/,38:40.1
844,"343 E 18th St, New York, NY 10003",400,6,6000,1901,TRUE,9995000,https://www.zillow.com/homedetails/343-E-18th-St-New-York-NY-10003/31508851_zpid/,38:40.9
845,"9-09 43rd Ave, Long Island City, NY 11101",4,6,2475,1901,TRUE,1749000,https://www.zillow.com/homedetails/9-09-43rd-Ave-Long-Island-City-NY-11101/2073195962_zpid/,38:42.3
846,"17358 105th Ave, Jamaica, NY 11433",3,6,,1925,TRUE,549000,https://www.zillow.com/homedetails/17358-105th-Ave-Jamaica-NY-11433/32140399_zpid/,38:43.7
847,"10711 91st St, Ozone Park, NY 11417",3,6,,1930,TRUE,679000,https://www.zillow.com/homedetails/10711-91st-St-Ozone-Park-NY-11417/2076666405_zpid/,38:44.9
848,"72 Kennington St, Staten Island, NY 10308",3,6,,1998,TRUE,679900,https://www.zillow.com/homedetails/72-Kennington-St-Staten-Island-NY-10308/32342101_zpid/,38:45.6
849,"111-74 145th St, Jamaica, NY 11435",111,6,,1925,TRUE,529000,https://www.zillow.com/homedetails/111-74-145th-St-Jamaica-NY-11435/2077754238_zpid/,38:46.4
850,"330 S 3rd St APT 5, Brooklyn, NY 11211",1,6,,1912,TRUE,300000,https://www.zillow.com/homedetails/330-S-3rd-St-APT-5-Brooklyn-NY-11211/113351478_zpid/,38:47.3
851,"219-28 138th Rd, Springfield Gardens, NY 11413",3,6,1552,1920,TRUE,575000,https://www.zillow.com/homedetails/219-28-138th-Rd-Springfield-Gardens-NY-11413/2073085798_zpid/,38:48.5
852,"146 1/2 Java St, Brooklyn, NY 11222",11,,2900,1910,TRUE,2850000,https://www.zillow.com/homedetails/146-1-2-Java-St-Brooklyn-NY-11222/30619997_zpid/,38:49.3
853,"67-40 Yellowstone Blvd #6L, Forest Hills, NY 11375",2,6,1001,1951,TRUE,468000,https://www.zillow.com/homedetails/67-40-Yellowstone-Blvd-6L-Forest-Hills-NY-11375/2075394280_zpid/,38:50.1
854,"83-44 Lefferts Blvd APT 3B, Kew Gardens, NY 11415",83,6,1600,1932,TRUE,489000,https://www.zillow.com/homedetails/83-44-Lefferts-Blvd-APT-3B-Kew-Gardens-NY-11415/2072319466_zpid/,38:51.5
855,"229 W 144th St APT 53, New York, NY 10030",2,6,800,1930,TRUE,219000,https://www.zillow.com/homedetails/229-W-144th-St-APT-53-New-York-NY-10030/244753130_zpid/,38:52.5
856,"64 Alex Cir, Staten Island, NY 10305",2,6,,2000,TRUE,499888,https://www.zillow.com/homedetails/64-Alex-Cir-Staten-Island-NY-10305/58577953_zpid/,38:53.8
857,"14412 Shore Ave, Jamaica, NY 11435",5,6,2500,1920,TRUE,649000,https://www.zillow.com/homedetails/14412-Shore-Ave-Jamaica-NY-11435/32137689_zpid/,38:54.7
858,"225-29 Hillside Ave, Queens Village, NY 11427",225,6,,1950,TRUE,325000,https://www.zillow.com/homedetails/225-29-Hillside-Ave-Queens-Village-NY-11427/2079172873_zpid/,38:55.7
859,"157-14 Locke Ave, Whitestone, NY 11357",25,6,,1955,TRUE,849000,https://www.zillow.com/homedetails/157-14-Locke-Ave-Whitestone-NY-11357/2077446703_zpid/,38:56.7
860,"10710 142nd St, Jamaica, NY 11435",4,6,1568,1920,TRUE,370000,https://www.zillow.com/homedetails/10710-142nd-St-Jamaica-NY-11435/32137487_zpid/,38:57.5
861,"306 Olmstead Ave, Bronx, NY 10473",5,6,1902,2002,TRUE,690000,https://www.zillow.com/homedetails/306-Olmstead-Ave-Bronx-NY-10473/62635591_zpid/,38:58.6
862,"19814 51st Ave, Flushing, NY 11365",3,6,1350,1950,TRUE,898000,https://www.zillow.com/homedetails/19814-51st-Ave-Flushing-NY-11365/32083138_zpid/,38:59.4
863,"469 Union St, Brooklyn, NY 11231",3,6,3364,2018,TRUE,2995000,https://www.zillow.com/homedetails/469-Union-St-Brooklyn-NY-11231/112499658_zpid/,39:00.3
864,"820 Thomas S Boyland St, Brooklyn, NY 11212",3,,3300,1910,TRUE,949000,https://www.zillow.com/homedetails/820-Thomas-S-Boyland-St-Brooklyn-NY-11212/30633090_zpid/,39:01.2
865,"45-53 204th St, Bayside, NY 11361",2,6,,1945,TRUE,585000,https://www.zillow.com/homedetails/45-53-204th-St-Bayside-NY-11361/2072542214_zpid/,39:02.5
866,"85 Amity Pl, Staten Island, NY 10303",85,6,1159,1988,TRUE,495000,https://www.zillow.com/homedetails/85-Amity-Pl-Staten-Island-NY-10303/32306816_zpid/,39:03.3
867,"105-33 Farmers Blvd, Saint Albans, NY 11412",4,6,1776,1925,TRUE,675000,https://www.zillow.com/homedetails/105-33-Farmers-Blvd-Saint-Albans-NY-11412/2078053766_zpid/,39:04.3
868,"205 E 16th St APT 6B, New York, NY 10003",2,6,1200,1888,TRUE,2000000,https://www.zillow.com/homedetails/205-E-16th-St-APT-6B-New-York-NY-10003/69510552_zpid/,39:05.4
869,"79 Parkview Loop, Staten Island, NY 10314",164,6,1500,1980,TRUE,489999,https://www.zillow.com/homedetails/79-Parkview-Loop-Staten-Island-NY-10314/299997658_zpid/,39:06.6
870,"15 Pershing St, Staten Island, NY 10305",15,,2170,2005,TRUE,999900,https://www.zillow.com/homedetails/15-Pershing-St-Staten-Island-NY-10305/79729975_zpid/,39:07.9
871,"317 W 95th St APT 2E, New York, NY 10025",2,6,1200,1902,TRUE,995000,https://www.zillow.com/homedetails/317-W-95th-St-APT-2E-New-York-NY-10025/31526703_zpid/,39:08.7
872,"33-04 Junction Blvd #3S, Jackson Heights, NY 11372",3,6,,1950,TRUE,305200,https://www.zillow.com/homedetails/33-04-Junction-Blvd-3S-Jackson-Heights-NY-11372/2076704433_zpid/,39:09.8
873,"814B Tilden St #1A, Bronx, NY 10467",1,6,530,1962,TRUE,89000,https://www.zillow.com/homedetails/814B-Tilden-St-1A-Bronx-NY-10467/2076712046_zpid/,39:11.0
874,"161 W 105th St APT 5WR, New York, NY 10025",2,6,875,1930,TRUE,500000,https://www.zillow.com/homedetails/161-W-105th-St-APT-5WR-New-York-NY-10025/80384726_zpid/,39:12.9
875,"44-59 Kissena Blvd #2H, Flushing, NY 11355",3,6,1300,1954,TRUE,359000,https://www.zillow.com/homedetails/44-59-Kissena-Blvd-2H-Flushing-NY-11355/2077798577_zpid/,39:13.8
876,"116 Pinehurst Ave APT D33, New York, NY 10033",2,6,,1925,TRUE,829000,https://www.zillow.com/homedetails/116-Pinehurst-Ave-APT-D33-New-York-NY-10033/72536238_zpid/,39:14.9
877,"241-20 Northern Blvd #5G, Little Neck, NY 11362",0,6,,1964,TRUE,126000,https://www.zillow.com/homedetails/241-20-Northern-Blvd-5G-Little-Neck-NY-11362/2077339712_zpid/,39:16.1
878,"1027B E 229th St, Bronx, NY 10466",3,6,1276,1950,TRUE,499000,https://www.zillow.com/homedetails/1027B-E-229th-St-Bronx-NY-10466/2081742915_zpid/,39:17.0
879,"105 Emerson Ave, Staten Island, NY 10301",4,6,,1960,TRUE,950000,https://www.zillow.com/homedetails/105-Emerson-Ave-Staten-Island-NY-10301/32293580_zpid/,39:18.3
880,"78-34 64th St, Ridgewood, NY 11385",1,,,1940,TRUE,750000,https://www.zillow.com/homedetails/78-34-64th-St-Ridgewood-NY-11385/2073568396_zpid/,39:19.6
881,"186 Norfolk St, Brooklyn, NY 11235",2,6,924,1920,TRUE,315000,https://www.zillow.com/homedetails/186-Norfolk-St-Brooklyn-NY-11235/30791354_zpid/,39:20.5
882,"2052 Bathgate Ave, Bronx, NY 10457",5,,1516,1910,TRUE,575000,https://www.zillow.com/homedetails/2052-Bathgate-Ave-Bronx-NY-10457/29784304_zpid/,39:22.0
883,"33-04 Junction Blvd APT 6M, Jackson Heights, NY 11372",1,6,818,1959,TRUE,260000,https://www.zillow.com/homedetails/33-04-Junction-Blvd-APT-6M-Jackson-Heights-NY-11372/294925776_zpid/,39:23.6
884,"343 E 18th St, New York, NY 10003",400,6,6000,1901,TRUE,9995000,https://www.zillow.com/homedetails/343-E-18th-St-New-York-NY-10003/31508851_zpid/,39:24.5
885,"9-09 43rd Ave, Long Island City, NY 11101",4,6,2475,1901,TRUE,1749000,https://www.zillow.com/homedetails/9-09-43rd-Ave-Long-Island-City-NY-11101/2073195962_zpid/,39:25.5
886,"17358 105th Ave, Jamaica, NY 11433",3,6,,1925,TRUE,549000,https://www.zillow.com/homedetails/17358-105th-Ave-Jamaica-NY-11433/32140399_zpid/,39:27.0
887,"10711 91st St, Ozone Park, NY 11417",3,6,,1930,TRUE,679000,https://www.zillow.com/homedetails/10711-91st-St-Ozone-Park-NY-11417/2076666405_zpid/,39:27.9
888,"72 Kennington St, Staten Island, NY 10308",3,6,,1998,TRUE,679900,https://www.zillow.com/homedetails/72-Kennington-St-Staten-Island-NY-10308/32342101_zpid/,39:28.8
889,"111-74 145th St, Jamaica, NY 11435",111,6,,1925,TRUE,529000,https://www.zillow.com/homedetails/111-74-145th-St-Jamaica-NY-11435/2077754238_zpid/,39:30.1
890,"330 S 3rd St APT 5, Brooklyn, NY 11211",1,6,,1912,TRUE,300000,https://www.zillow.com/homedetails/330-S-3rd-St-APT-5-Brooklyn-NY-11211/113351478_zpid/,39:31.2
891,"219-28 138th Rd, Springfield Gardens, NY 11413",3,6,1552,1920,TRUE,575000,https://www.zillow.com/homedetails/219-28-138th-Rd-Springfield-Gardens-NY-11413/2073085798_zpid/,39:32.1
892,"146 1/2 Java St, Brooklyn, NY 11222",11,,2900,1910,TRUE,2850000,https://www.zillow.com/homedetails/146-1-2-Java-St-Brooklyn-NY-11222/30619997_zpid/,39:32.9
893,"67-40 Yellowstone Blvd #6L, Forest Hills, NY 11375",2,6,1001,1951,TRUE,468000,https://www.zillow.com/homedetails/67-40-Yellowstone-Blvd-6L-Forest-Hills-NY-11375/2075394280_zpid/,39:33.8
894,"83-44 Lefferts Blvd APT 3B, Kew Gardens, NY 11415",83,6,1600,1932,TRUE,489000,https://www.zillow.com/homedetails/83-44-Lefferts-Blvd-APT-3B-Kew-Gardens-NY-11415/2072319466_zpid/,39:34.7
895,"229 W 144th St APT 53, New York, NY 10030",2,6,800,1930,TRUE,219000,https://www.zillow.com/homedetails/229-W-144th-St-APT-53-New-York-NY-10030/244753130_zpid/,39:35.9
896,"64 Alex Cir, Staten Island, NY 10305",2,6,,2000,TRUE,499888,https://www.zillow.com/homedetails/64-Alex-Cir-Staten-Island-NY-10305/58577953_zpid/,39:36.8
897,"14412 Shore Ave, Jamaica, NY 11435",5,6,2500,1920,TRUE,649000,https://www.zillow.com/homedetails/14412-Shore-Ave-Jamaica-NY-11435/32137689_zpid/,39:37.9
898,"225-29 Hillside Ave, Queens Village, NY 11427",225,6,,1950,TRUE,325000,https://www.zillow.com/homedetails/225-29-Hillside-Ave-Queens-Village-NY-11427/2079172873_zpid/,39:39.0
899,"157-14 Locke Ave, Whitestone, NY 11357",25,6,,1955,TRUE,849000,https://www.zillow.com/homedetails/157-14-Locke-Ave-Whitestone-NY-11357/2077446703_zpid/,39:39.9
900,"10710 142nd St, Jamaica, NY 11435",4,6,1568,1920,TRUE,370000,https://www.zillow.com/homedetails/10710-142nd-St-Jamaica-NY-11435/32137487_zpid/,39:40.6
901,"306 Olmstead Ave, Bronx, NY 10473",5,6,1902,2002,TRUE,690000,https://www.zillow.com/homedetails/306-Olmstead-Ave-Bronx-NY-10473/62635591_zpid/,39:41.4
902,"19814 51st Ave, Flushing, NY 11365",3,6,1350,1950,TRUE,898000,https://www.zillow.com/homedetails/19814-51st-Ave-Flushing-NY-11365/32083138_zpid/,39:42.4
903,"469 Union St, Brooklyn, NY 11231",3,6,3364,2018,TRUE,2995000,https://www.zillow.com/homedetails/469-Union-St-Brooklyn-NY-11231/112499658_zpid/,39:43.4
904,"820 Thomas S Boyland St, Brooklyn, NY 11212",3,,3300,1910,TRUE,949000,https://www.zillow.com/homedetails/820-Thomas-S-Boyland-St-Brooklyn-NY-11212/30633090_zpid/,39:44.4
905,"45-53 204th St, Bayside, NY 11361",2,6,,1945,TRUE,585000,https://www.zillow.com/homedetails/45-53-204th-St-Bayside-NY-11361/2072542214_zpid/,39:45.3
906,"85 Amity Pl, Staten Island, NY 10303",85,6,1159,1988,TRUE,495000,https://www.zillow.com/homedetails/85-Amity-Pl-Staten-Island-NY-10303/32306816_zpid/,39:46.1
907,"105-33 Farmers Blvd, Saint Albans, NY 11412",4,6,1776,1925,TRUE,675000,https://www.zillow.com/homedetails/105-33-Farmers-Blvd-Saint-Albans-NY-11412/2078053766_zpid/,39:47.1
908,"205 E 16th St APT 6B, New York, NY 10003",2,6,1200,1888,TRUE,2000000,https://www.zillow.com/homedetails/205-E-16th-St-APT-6B-New-York-NY-10003/69510552_zpid/,39:48.2
909,"79 Parkview Loop, Staten Island, NY 10314",164,6,1500,1980,TRUE,489999,https://www.zillow.com/homedetails/79-Parkview-Loop-Staten-Island-NY-10314/299997658_zpid/,39:49.0
910,"15 Pershing St, Staten Island, NY 10305",15,,2170,2005,TRUE,999900,https://www.zillow.com/homedetails/15-Pershing-St-Staten-Island-NY-10305/79729975_zpid/,39:49.8
911,"317 W 95th St APT 2E, New York, NY 10025",2,6,1200,1902,TRUE,995000,https://www.zillow.com/homedetails/317-W-95th-St-APT-2E-New-York-NY-10025/31526703_zpid/,39:50.8
912,"33-04 Junction Blvd #3S, Jackson Heights, NY 11372",3,6,,1950,TRUE,305200,https://www.zillow.com/homedetails/33-04-Junction-Blvd-3S-Jackson-Heights-NY-11372/2076704433_zpid/,39:52.3
913,"814B Tilden St #1A, Bronx, NY 10467",1,6,530,1962,TRUE,89000,https://www.zillow.com/homedetails/814B-Tilden-St-1A-Bronx-NY-10467/2076712046_zpid/,39:53.2
914,"161 W 105th St APT 5WR, New York, NY 10025",2,6,875,1930,TRUE,500000,https://www.zillow.com/homedetails/161-W-105th-St-APT-5WR-New-York-NY-10025/80384726_zpid/,39:54.2
915,"44-59 Kissena Blvd #2H, Flushing, NY 11355",3,6,1300,1954,TRUE,359000,https://www.zillow.com/homedetails/44-59-Kissena-Blvd-2H-Flushing-NY-11355/2077798577_zpid/,39:55.4
916,"116 Pinehurst Ave APT D33, New York, NY 10033",2,6,,1925,TRUE,829000,https://www.zillow.com/homedetails/116-Pinehurst-Ave-APT-D33-New-York-NY-10033/72536238_zpid/,39:56.5
917,"241-20 Northern Blvd #5G, Little Neck, NY 11362",0,6,,1964,TRUE,126000,https://www.zillow.com/homedetails/241-20-Northern-Blvd-5G-Little-Neck-NY-11362/2077339712_zpid/,39:57.2
918,"1027B E 229th St, Bronx, NY 10466",3,6,1276,1950,TRUE,499000,https://www.zillow.com/homedetails/1027B-E-229th-St-Bronx-NY-10466/2081742915_zpid/,39:58.4
919,"105 Emerson Ave, Staten Island, NY 10301",4,6,,1960,TRUE,950000,https://www.zillow.com/homedetails/105-Emerson-Ave-Staten-Island-NY-10301/32293580_zpid/,39:59.2
920,"78-34 64th St, Ridgewood, NY 11385",1,,,1940,TRUE,750000,https://www.zillow.com/homedetails/78-34-64th-St-Ridgewood-NY-11385/2073568396_zpid/,40:00.0
921,"186 Norfolk St, Brooklyn, NY 11235",2,6,924,1920,TRUE,315000,https://www.zillow.com/homedetails/186-Norfolk-St-Brooklyn-NY-11235/30791354_zpid/,40:01.1
922,"2052 Bathgate Ave, Bronx, NY 10457",5,,1516,1910,TRUE,575000,https://www.zillow.com/homedetails/2052-Bathgate-Ave-Bronx-NY-10457/29784304_zpid/,40:02.2
923,"33-04 Junction Blvd APT 6M, Jackson Heights, NY 11372",1,6,818,1959,TRUE,260000,https://www.zillow.com/homedetails/33-04-Junction-Blvd-APT-6M-Jackson-Heights-NY-11372/294925776_zpid/,40:04.3
924,"343 E 18th St, New York, NY 10003",400,6,6000,1901,TRUE,9995000,https://www.zillow.com/homedetails/343-E-18th-St-New-York-NY-10003/31508851_zpid/,40:05.3
925,"9-09 43rd Ave, Long Island City, NY 11101",4,6,2475,1901,TRUE,1749000,https://www.zillow.com/homedetails/9-09-43rd-Ave-Long-Island-City-NY-11101/2073195962_zpid/,40:06.6
926,"17358 105th Ave, Jamaica, NY 11433",3,6,,1925,TRUE,549000,https://www.zillow.com/homedetails/17358-105th-Ave-Jamaica-NY-11433/32140399_zpid/,40:07.5
927,"10711 91st St, Ozone Park, NY 11417",3,6,,1930,TRUE,679000,https://www.zillow.com/homedetails/10711-91st-St-Ozone-Park-NY-11417/2076666405_zpid/,40:08.5
928,"72 Kennington St, Staten Island, NY 10308",3,6,,1998,TRUE,679900,https://www.zillow.com/homedetails/72-Kennington-St-Staten-Island-NY-10308/32342101_zpid/,40:09.4
929,"111-74 145th St, Jamaica, NY 11435",111,6,,1925,TRUE,529000,https://www.zillow.com/homedetails/111-74-145th-St-Jamaica-NY-11435/2077754238_zpid/,40:10.5
930,"330 S 3rd St APT 5, Brooklyn, NY 11211",1,6,,1912,TRUE,300000,https://www.zillow.com/homedetails/330-S-3rd-St-APT-5-Brooklyn-NY-11211/113351478_zpid/,40:11.4
931,"219-28 138th Rd, Springfield Gardens, NY 11413",3,6,1552,1920,TRUE,575000,https://www.zillow.com/homedetails/219-28-138th-Rd-Springfield-Gardens-NY-11413/2073085798_zpid/,40:12.8
932,"146 1/2 Java St, Brooklyn, NY 11222",11,,2900,1910,TRUE,2850000,https://www.zillow.com/homedetails/146-1-2-Java-St-Brooklyn-NY-11222/30619997_zpid/,40:13.7
933,"67-40 Yellowstone Blvd #6L, Forest Hills, NY 11375",2,6,1001,1951,TRUE,468000,https://www.zillow.com/homedetails/67-40-Yellowstone-Blvd-6L-Forest-Hills-NY-11375/2075394280_zpid/,40:14.7
934,"83-44 Lefferts Blvd APT 3B, Kew Gardens, NY 11415",83,6,1600,1932,TRUE,489000,https://www.zillow.com/homedetails/83-44-Lefferts-Blvd-APT-3B-Kew-Gardens-NY-11415/2072319466_zpid/,40:15.7
935,"229 W 144th St APT 53, New York, NY 10030",2,6,800,1930,TRUE,219000,https://www.zillow.com/homedetails/229-W-144th-St-APT-53-New-York-NY-10030/244753130_zpid/,40:16.6
936,"64 Alex Cir, Staten Island, NY 10305",2,6,,2000,TRUE,499888,https://www.zillow.com/homedetails/64-Alex-Cir-Staten-Island-NY-10305/58577953_zpid/,40:17.8
937,"14412 Shore Ave, Jamaica, NY 11435",5,6,2500,1920,TRUE,649000,https://www.zillow.com/homedetails/14412-Shore-Ave-Jamaica-NY-11435/32137689_zpid/,40:18.7
938,"225-29 Hillside Ave, Queens Village, NY 11427",225,6,,1950,TRUE,325000,https://www.zillow.com/homedetails/225-29-Hillside-Ave-Queens-Village-NY-11427/2079172873_zpid/,40:19.7
939,"157-14 Locke Ave, Whitestone, NY 11357",25,6,,1955,TRUE,849000,https://www.zillow.com/homedetails/157-14-Locke-Ave-Whitestone-NY-11357/2077446703_zpid/,40:21.8
940,"10710 142nd St, Jamaica, NY 11435",4,6,1568,1920,TRUE,370000,https://www.zillow.com/homedetails/10710-142nd-St-Jamaica-NY-11435/32137487_zpid/,40:22.8
941,"306 Olmstead Ave, Bronx, NY 10473",5,6,1902,2002,TRUE,690000,https://www.zillow.com/homedetails/306-Olmstead-Ave-Bronx-NY-10473/62635591_zpid/,40:23.7
942,"19814 51st Ave, Flushing, NY 11365",3,6,1350,1950,TRUE,898000,https://www.zillow.com/homedetails/19814-51st-Ave-Flushing-NY-11365/32083138_zpid/,40:24.8
943,"469 Union St, Brooklyn, NY 11231",3,6,3364,2018,TRUE,2995000,https://www.zillow.com/homedetails/469-Union-St-Brooklyn-NY-11231/112499658_zpid/,40:25.8
944,"820 Thomas S Boyland St, Brooklyn, NY 11212",3,,3300,1910,TRUE,949000,https://www.zillow.com/homedetails/820-Thomas-S-Boyland-St-Brooklyn-NY-11212/30633090_zpid/,40:26.6
945,"45-53 204th St, Bayside, NY 11361",2,6,,1945,TRUE,585000,https://www.zillow.com/homedetails/45-53-204th-St-Bayside-NY-11361/2072542214_zpid/,40:27.6
946,"85 Amity Pl, Staten Island, NY 10303",85,6,1159,1988,TRUE,495000,https://www.zillow.com/homedetails/85-Amity-Pl-Staten-Island-NY-10303/32306816_zpid/,40:28.7
947,"105-33 Farmers Blvd, Saint Albans, NY 11412",4,6,1776,1925,TRUE,675000,https://www.zillow.com/homedetails/105-33-Farmers-Blvd-Saint-Albans-NY-11412/2078053766_zpid/,40:29.6
948,"205 E 16th St APT 6B, New York, NY 10003",2,6,1200,1888,TRUE,2000000,https://www.zillow.com/homedetails/205-E-16th-St-APT-6B-New-York-NY-10003/69510552_zpid/,40:30.6
949,"79 Parkview Loop, Staten Island, NY 10314",164,6,1500,1980,TRUE,489999,https://www.zillow.com/homedetails/79-Parkview-Loop-Staten-Island-NY-10314/299997658_zpid/,40:31.4
950,"15 Pershing St, Staten Island, NY 10305",15,,2170,2005,TRUE,999900,https://www.zillow.com/homedetails/15-Pershing-St-Staten-Island-NY-10305/79729975_zpid/,40:32.3
951,"317 W 95th St APT 2E, New York, NY 10025",2,6,1200,1902,TRUE,995000,https://www.zillow.com/homedetails/317-W-95th-St-APT-2E-New-York-NY-10025/31526703_zpid/,40:34.7
952,"33-04 Junction Blvd #3S, Jackson Heights, NY 11372",3,6,,1950,TRUE,305200,https://www.zillow.com/homedetails/33-04-Junction-Blvd-3S-Jackson-Heights-NY-11372/2076704433_zpid/,40:35.6
953,"814B Tilden St #1A, Bronx, NY 10467",1,6,530,1962,TRUE,89000,https://www.zillow.com/homedetails/814B-Tilden-St-1A-Bronx-NY-10467/2076712046_zpid/,40:36.4
954,"161 W 105th St APT 5WR, New York, NY 10025",2,6,875,1930,TRUE,500000,https://www.zillow.com/homedetails/161-W-105th-St-APT-5WR-New-York-NY-10025/80384726_zpid/,40:37.2
955,"44-59 Kissena Blvd #2H, Flushing, NY 11355",3,6,1300,1954,TRUE,359000,https://www.zillow.com/homedetails/44-59-Kissena-Blvd-2H-Flushing-NY-11355/2077798577_zpid/,40:38.4
956,"116 Pinehurst Ave APT D33, New York, NY 10033",2,6,,1925,TRUE,829000,https://www.zillow.com/homedetails/116-Pinehurst-Ave-APT-D33-New-York-NY-10033/72536238_zpid/,40:39.5
957,"241-20 Northern Blvd #5G, Little Neck, NY 11362",0,6,,1964,TRUE,126000,https://www.zillow.com/homedetails/241-20-Northern-Blvd-5G-Little-Neck-NY-11362/2077339712_zpid/,40:40.3
958,"1027B E 229th St, Bronx, NY 10466",3,6,1276,1950,TRUE,499000,https://www.zillow.com/homedetails/1027B-E-229th-St-Bronx-NY-10466/2081742915_zpid/,40:42.8
959,"105 Emerson Ave, Staten Island, NY 10301",4,6,,1960,TRUE,950000,https://www.zillow.com/homedetails/105-Emerson-Ave-Staten-Island-NY-10301/32293580_zpid/,40:43.9
960,"78-34 64th St, Ridgewood, NY 11385",1,,,1940,TRUE,750000,https://www.zillow.com/homedetails/78-34-64th-St-Ridgewood-NY-11385/2073568396_zpid/,40:44.9
961,"129 Alaska St, Staten Island, NY 10310",129,6,,1920,TRUE,459000,https://www.zillow.com/homedetails/129-Alaska-St-Staten-Island-NY-10310/32275919_zpid/,40:49.2
962,"53 W 53rd St #62, New York, NY 10019",62,6,6954,2019,TRUE,46255000,https://www.zillow.com/homedetails/53-W-53rd-St-62-New-York-NY-10019/2077507332_zpid/,40:50.1
963,"97 S 8th St APT 22, Brooklyn, NY 11249",97,6,,1910,TRUE,369000,https://www.zillow.com/homedetails/97-S-8th-St-APT-22-Brooklyn-NY-11249/2084224760_zpid/,40:51.0
964,"157 W 57th St PENTHOUSE 86, New York, NY 10019",4,,6240,2013,TRUE,39800000,https://www.zillow.com/homedetails/157-W-57th-St-PENTHOUSE-86-New-York-NY-10019/122272198_zpid/,40:52.2
965,"563 Monroe St, Brooklyn, NY 11221",1,,2520,1905,TRUE,1695000,https://www.zillow.com/homedetails/563-Monroe-St-Brooklyn-NY-11221/30603453_zpid/,40:53.1
966,"321 Mayfair Dr N, Brooklyn, NY 11234",5,,4659,1965,TRUE,1849000,https://www.zillow.com/homedetails/321-Mayfair-Dr-N-Brooklyn-NY-11234/30788268_zpid/,40:54.2
967,"27 E 65th St APT 12E, New York, NY 10065",65,,1850,1963,TRUE,1500000,https://www.zillow.com/homedetails/27-E-65th-St-APT-12E-New-York-NY-10065/244889600_zpid/,40:55.5
968,"333 E 43rd St APT 909, New York, NY 10017",1,6,149000,1928,TRUE,399000,https://www.zillow.com/homedetails/333-E-43rd-St-APT-909-New-York-NY-10017/244870266_zpid/,40:56.4
969,"1160 Colgate Ave APT 4B, Bronx, NY 10472",1,6,600,1927,TRUE,89000,https://www.zillow.com/homedetails/1160-Colgate-Ave-APT-4B-Bronx-NY-10472/2078581981_zpid/,40:57.5
970,"1600 Broadway APT 15C, New York, NY 10019",2,,1329,2005,TRUE,1795000,https://www.zillow.com/homedetails/1600-Broadway-APT-15C-New-York-NY-10019/80006751_zpid/,40:58.6
971,"150-30 15th Dr, Whitestone, NY 11357",2,6,1370,1920,TRUE,710000,https://www.zillow.com/homedetails/150-30-15th-Dr-Whitestone-NY-11357/2079077005_zpid/,40:59.7
972,"30 Park Pl #78B, New York, NY 10007",5,,5937,2016,TRUE,25000000,https://www.zillow.com/homedetails/30-Park-Pl-78B-New-York-NY-10007/219636874_zpid/,41:01.0
973,"11434 208th St, Jamaica, NY 11411",2,,1482,1930,TRUE,614900,https://www.zillow.com/homedetails/11434-208th-St-Jamaica-NY-11411/32158952_zpid/,41:02.0
974,"29-27 163rd St, Flushing, NY 11358",3,6,1710,1940,TRUE,729000,https://www.zillow.com/homedetails/29-27-163rd-St-Flushing-NY-11358/2080148536_zpid/,41:03.1
975,"848 E 218th St, Bronx, NY 10467",2,,1555,1901,TRUE,494999,https://www.zillow.com/homedetails/848-E-218th-St-Bronx-NY-10467/29827224_zpid/,41:04.2
976,"108 Seigel St APT 15, Brooklyn, NY 11206",3,6,,1958,TRUE,350000,https://www.zillow.com/homedetails/108-Seigel-St-APT-15-Brooklyn-NY-11206/2083881571_zpid/,41:05.3
977,"5620 Netherland Ave APT 3G, Bronx, NY 10471",2,6,850,1949,TRUE,215000,https://www.zillow.com/homedetails/5620-Netherland-Ave-APT-3G-Bronx-NY-10471/2079265883_zpid/,41:06.1
978,"11225 34th Ave APT 5B, Corona, NY 11368",7,6,,11225,TRUE,168000,https://www.zillow.com/homedetails/11225-34th-Ave-APT-5B-Corona-NY-11368/2076513261_zpid/,41:07.1
