id,address,bedrooms,bathrooms,sq_ft,year_built,for_sale,current_price,zillow_url,last_modified
1808,"1499 Saint Johns Pl, Brooklyn, NY 11213",7,6,,1901,TRUE,899900,https://www.zillow.com/homedetails/1499-Saint-Johns-Pl-Brooklyn-NY-11213/30596684_zpid/,55:05.3
1809,"238 W 106th St APT 6C, New York, NY 10025",1909,6,,1925,TRUE,650000,https://www.zillow.com/homedetails/238-W-106th-St-APT-6C-New-York-NY-10025/2072649349_zpid/,55:06.4
1810,"210 W 122nd St, New York, NY 10027",6,,4750,1910,TRUE,3850000,https://www.zillow.com/homedetails/210-W-122nd-St-New-York-NY-10027/2138635696_zpid/,55:07.4
1811,"150 Sullivan St APT 37, New York, NY 10012",2,6,550,1900,TRUE,575000,https://www.zillow.com/homedetails/150-Sullivan-St-APT-37-New-York-NY-10012/112748291_zpid/,55:08.3
1812,"965C Kent Ave #C3, Brooklyn, NY 11205",400,6,2025,2003,TRUE,980000,https://www.zillow.com/homedetails/965C-Kent-Ave-C3-Brooklyn-NY-11205/2073227853_zpid/,55:09.2
1813,"100 Remsen St #E5, Brooklyn, NY 11201",0,6,,1950,TRUE,265000,https://www.zillow.com/homedetails/100-Remsen-St-E5-Brooklyn-NY-11201/2072645255_zpid/,55:10.1
1814,"130 William St #21B, New York, NY 10038",3,6,1528,2020,TRUE,2775990,https://www.zillow.com/homedetails/130-William-St-21B-New-York-NY-10038/2072359600_zpid/,55:11.1
1815,"50 Fairway Ave, Staten Island, NY 10304",3,,,1960,TRUE,524900,https://www.zillow.com/homedetails/50-Fairway-Ave-Staten-Island-NY-10304/32319427_zpid/,55:12.1
1816,"130 W 86th St #C10, New York, NY 10024",2,,1000,1926,TRUE,1199000,https://www.zillow.com/homedetails/130-W-86th-St-C10-New-York-NY-10024/2072323992_zpid/,55:13.0
1817,"3520 Tryon Ave APT 706, Bronx, NY 10467",1,6,800,1962,TRUE,179000,https://www.zillow.com/homedetails/3520-Tryon-Ave-APT-706-Bronx-NY-10467/244447079_zpid/,55:15.3
1818,"224-60 77th Ave, Oakland Gardens, NY 11364",26,6,,1950,TRUE,958000,https://www.zillow.com/homedetails/224-60-77th-Ave-Oakland-Gardens-NY-11364/2076384469_zpid/,55:16.3
1819,"26 Bank St, New York, NY 10014",5,,4664,1915,TRUE,19995000,https://www.zillow.com/homedetails/26-Bank-St-New-York-NY-10014/31500520_zpid/,55:17.4
1820,"912 Rhinelander Ave, Bronx, NY 10462",3,,1485,1950,TRUE,610000,https://www.zillow.com/homedetails/912-Rhinelander-Ave-Bronx-NY-10462/29814926_zpid/,55:18.4
1821,"8747 25th Ave, Brooklyn, NY 11214",4,6,1856,1950,TRUE,880000,https://www.zillow.com/homedetails/8747-25th-Ave-Brooklyn-NY-11214/30730425_zpid/,55:19.3
1822,"10-21 162nd St #3C, Whitestone, NY 11357",3,6,,1955,TRUE,410000,https://www.zillow.com/homedetails/10-21-162nd-St-3C-Whitestone-NY-11357/251289638_zpid/,55:20.5
1823,"26 Hunton St, Staten Island, NY 10304",3,6,,1940,TRUE,788888,https://www.zillow.com/homedetails/26-Hunton-St-Staten-Island-NY-10304/32294035_zpid/,55:21.4
1824,"440 9th St APT 3, Brooklyn, NY 11215",1,6,2535,1921,TRUE,699000,https://www.zillow.com/homedetails/440-9th-St-APT-3-Brooklyn-NY-11215/30584896_zpid/,55:22.7
1825,"3452 Ely Ave, Bronx, NY 10469",3452,6,2300,1920,TRUE,769000,https://www.zillow.com/homedetails/3452-Ely-Ave-Bronx-NY-10469/29833984_zpid/,55:23.8
1826,"224 Lefferts Ave APT 1, Brooklyn, NY 11225",1,6,650,224,TRUE,180000,https://www.zillow.com/homedetails/224-Lefferts-Ave-APT-1-Brooklyn-NY-11225/2103422698_zpid/,55:24.8
1827,"20 Sutton Pl S APT 19B, New York, NY 10022",3,6,2300,1953,TRUE,1599000,https://www.zillow.com/homedetails/20-Sutton-Pl-S-APT-19B-New-York-NY-10022/244787977_zpid/,55:26.0
1828,"77 Bleecker St APT 206, New York, NY 10012",0,6,525,1930,TRUE,440000,https://www.zillow.com/homedetails/77-Bleecker-St-APT-206-New-York-NY-10012/72512402_zpid/,55:26.8
1829,"622 Foster Ave #7B, Brooklyn, NY 11230",367,,1698,2008,TRUE,1178000,https://www.zillow.com/homedetails/622-Foster-Ave-7B-Brooklyn-NY-11230/89071805_zpid/,55:27.9
1830,"678 E 22nd St, Brooklyn, NY 11210",678,6,2320,1920,TRUE,1995000,https://www.zillow.com/homedetails/678-E-22nd-St-Brooklyn-NY-11210/30669327_zpid/,55:28.9
1831,"573 Gates Ave #3F, Brooklyn, NY 11221",1,6,617,1931,TRUE,499000,https://www.zillow.com/homedetails/573-Gates-Ave-3F-Brooklyn-NY-11221/2077555948_zpid/,55:29.8
1832,"216 Greenway S, Forest Hills Gardens, NY 11375",5,6,3541,1920,TRUE,2699000,https://www.zillow.com/homedetails/216-Greenway-S-Forest-Hills-Gardens-NY-11375/300305691_zpid/,55:30.7
1833,"115-33 203rd St, Saint Albans, NY 11412",115,6,,1950,TRUE,649000,https://www.zillow.com/homedetails/115-33-203rd-St-Saint-Albans-NY-11412/2077559104_zpid/,55:31.5
1834,"92 Maple Ave, Staten Island, NY 10302",4,6,,1899,TRUE,249900,https://www.zillow.com/homedetails/92-Maple-Ave-Staten-Island-NY-10302/32297393_zpid/,55:32.5
1835,"625 W 246th St, Bronx, NY 10471",625,6,7000,1940,TRUE,3895000,https://www.zillow.com/homedetails/625-W-246th-St-Bronx-NY-10471/29854125_zpid/,55:34.1
1836,"61 Lexington Ave APT G, New York, NY 10010",1,6,,1930,TRUE,459000,https://www.zillow.com/homedetails/61-Lexington-Ave-APT-G-New-York-NY-10010/2076719743_zpid/,55:35.8
1837,"42-39 194th St, Flushing, NY 11358",1,6,1600,1945,TRUE,849000,https://www.zillow.com/homedetails/42-39-194th-St-Flushing-NY-11358/2074562287_zpid/,55:36.7
1838,"6119 Liebig Ave, Bronx, NY 10471",2,6,1328,1930,TRUE,750000,https://www.zillow.com/homedetails/6119-Liebig-Ave-Bronx-NY-10471/29853956_zpid/,55:37.5
1839,"522 76th St, Brooklyn, NY 11209",522,6,2700,1910,TRUE,1500000,https://www.zillow.com/homedetails/522-76th-St-Brooklyn-NY-11209/30695900_zpid/,55:38.9
1840,"20804 33rd Ave, Flushing, NY 11361",4,,1612,1925,TRUE,879000,https://www.zillow.com/homedetails/20804-33rd-Ave-Flushing-NY-11361/32060121_zpid/,55:40.0
1841,"1007 Forest Ave, Staten Island, NY 10310",3,6,,1929,TRUE,550000,https://www.zillow.com/homedetails/1007-Forest-Ave-Staten-Island-NY-10310/32276943_zpid/,55:40.9
1842,"741 Beach Ave, Bronx, NY 10473",7,6,2800,1970,TRUE,645000,https://www.zillow.com/homedetails/741-Beach-Ave-Bronx-NY-10473/29792700_zpid/,55:41.9
1843,"740 Park Ave PH 17/18D, New York, NY 10021",3,6,,1930,TRUE,32500000,https://www.zillow.com/homedetails/740-Park-Ave-PH-17-18D-New-York-NY-10021/2084233151_zpid/,55:43.3
1844,"1015 Summit Ave APT 6A, Bronx, NY 10452",0,6,36900,1928,TRUE,70000,https://www.zillow.com/homedetails/1015-Summit-Ave-APT-6A-Bronx-NY-10452/244449990_zpid/,55:44.0
1845,"230 Timber Ridge Dr, Staten Island, NY 10306",3,6,,1988,TRUE,419000,https://www.zillow.com/homedetails/230-Timber-Ridge-Dr-Staten-Island-NY-10306/2072966460_zpid/,55:45.1
1846,"903 Sterling Pl, Brooklyn, NY 11216",2015,,2992,1899,TRUE,2399000,https://www.zillow.com/homedetails/903-Sterling-Pl-Brooklyn-NY-11216/30592176_zpid/,55:45.9
1847,"52 Slater Blvd, Staten Island, NY 10305",3,6,1200,1975,TRUE,589000,https://www.zillow.com/homedetails/52-Slater-Blvd-Staten-Island-NY-10305/32331259_zpid/,55:47.2
1848,"1499 Saint Johns Pl, Brooklyn, NY 11213",7,6,,1901,TRUE,899900,https://www.zillow.com/homedetails/1499-Saint-Johns-Pl-Brooklyn-NY-11213/30596684_zpid/,55:48.7
1849,"238 W 106th St APT 6C, New York, NY 10025",1909,6,,1925,TRUE,650000,https://www.zillow.com/homedetails/238-W-106th-St-APT-6C-New-York-NY-10025/2072649349_zpid/,55:49.6
1850,"210 W 122nd St, New York, NY 10027",6,,4750,1910,TRUE,3850000,https://www.zillow.com/homedetails/210-W-122nd-St-New-York-NY-10027/2138635696_zpid/,55:50.8
1851,"150 Sullivan St APT 37, New York, NY 10012",2,6,550,1900,TRUE,575000,https://www.zillow.com/homedetails/150-Sullivan-St-APT-37-New-York-NY-10012/112748291_zpid/,55:51.5
1852,"965C Kent Ave #C3, Brooklyn, NY 11205",400,6,2025,2003,TRUE,980000,https://www.zillow.com/homedetails/965C-Kent-Ave-C3-Brooklyn-NY-11205/2073227853_zpid/,55:52.3
1853,"100 Remsen St #E5, Brooklyn, NY 11201",0,6,,1950,TRUE,265000,https://www.zillow.com/homedetails/100-Remsen-St-E5-Brooklyn-NY-11201/2072645255_zpid/,55:53.3
1854,"130 William St #21B, New York, NY 10038",3,6,1528,2020,TRUE,2775990,https://www.zillow.com/homedetails/130-William-St-21B-New-York-NY-10038/2072359600_zpid/,55:54.5
1855,"50 Fairway Ave, Staten Island, NY 10304",3,,,1960,TRUE,524900,https://www.zillow.com/homedetails/50-Fairway-Ave-Staten-Island-NY-10304/32319427_zpid/,55:55.7
1856,"130 W 86th St #C10, New York, NY 10024",2,,1000,1926,TRUE,1199000,https://www.zillow.com/homedetails/130-W-86th-St-C10-New-York-NY-10024/2072323992_zpid/,55:56.7
1857,"3520 Tryon Ave APT 706, Bronx, NY 10467",1,6,800,1962,TRUE,179000,https://www.zillow.com/homedetails/3520-Tryon-Ave-APT-706-Bronx-NY-10467/244447079_zpid/,55:57.7
1858,"224-60 77th Ave, Oakland Gardens, NY 11364",26,6,,1950,TRUE,958000,https://www.zillow.com/homedetails/224-60-77th-Ave-Oakland-Gardens-NY-11364/2076384469_zpid/,55:58.8
1859,"26 Bank St, New York, NY 10014",5,,4664,1915,TRUE,19995000,https://www.zillow.com/homedetails/26-Bank-St-New-York-NY-10014/31500520_zpid/,55:59.9
1860,"912 Rhinelander Ave, Bronx, NY 10462",3,,1485,1950,TRUE,610000,https://www.zillow.com/homedetails/912-Rhinelander-Ave-Bronx-NY-10462/29814926_zpid/,56:00.8
1861,"8747 25th Ave, Brooklyn, NY 11214",4,6,1856,1950,TRUE,880000,https://www.zillow.com/homedetails/8747-25th-Ave-Brooklyn-NY-11214/30730425_zpid/,56:02.4
1862,"10-21 162nd St #3C, Whitestone, NY 11357",3,6,,1955,TRUE,410000,https://www.zillow.com/homedetails/10-21-162nd-St-3C-Whitestone-NY-11357/251289638_zpid/,56:03.5
1863,"26 Hunton St, Staten Island, NY 10304",3,6,,1940,TRUE,788888,https://www.zillow.com/homedetails/26-Hunton-St-Staten-Island-NY-10304/32294035_zpid/,56:04.4
1864,"440 9th St APT 3, Brooklyn, NY 11215",1,6,2535,1921,TRUE,699000,https://www.zillow.com/homedetails/440-9th-St-APT-3-Brooklyn-NY-11215/30584896_zpid/,56:05.6
1865,"3452 Ely Ave, Bronx, NY 10469",3452,6,2300,1920,TRUE,769000,https://www.zillow.com/homedetails/3452-Ely-Ave-Bronx-NY-10469/29833984_zpid/,56:06.4
1866,"224 Lefferts Ave APT 1, Brooklyn, NY 11225",1,6,650,224,TRUE,180000,https://www.zillow.com/homedetails/224-Lefferts-Ave-APT-1-Brooklyn-NY-11225/2103422698_zpid/,56:07.4
1867,"20 Sutton Pl S APT 19B, New York, NY 10022",3,6,2300,1953,TRUE,1599000,https://www.zillow.com/homedetails/20-Sutton-Pl-S-APT-19B-New-York-NY-10022/244787977_zpid/,56:08.2
1868,"77 Bleecker St APT 206, New York, NY 10012",0,6,525,1930,TRUE,440000,https://www.zillow.com/homedetails/77-Bleecker-St-APT-206-New-York-NY-10012/72512402_zpid/,56:09.0
1869,"622 Foster Ave #7B, Brooklyn, NY 11230",367,,1698,2008,TRUE,1178000,https://www.zillow.com/homedetails/622-Foster-Ave-7B-Brooklyn-NY-11230/89071805_zpid/,56:09.9
1870,"678 E 22nd St, Brooklyn, NY 11210",678,6,2320,1920,TRUE,1995000,https://www.zillow.com/homedetails/678-E-22nd-St-Brooklyn-NY-11210/30669327_zpid/,56:11.5
1871,"573 Gates Ave #3F, Brooklyn, NY 11221",1,6,617,1931,TRUE,499000,https://www.zillow.com/homedetails/573-Gates-Ave-3F-Brooklyn-NY-11221/2077555948_zpid/,56:12.5
1872,"216 Greenway S, Forest Hills Gardens, NY 11375",5,6,3541,1920,TRUE,2699000,https://www.zillow.com/homedetails/216-Greenway-S-Forest-Hills-Gardens-NY-11375/300305691_zpid/,56:13.4
1873,"115-33 203rd St, Saint Albans, NY 11412",115,6,,1950,TRUE,649000,https://www.zillow.com/homedetails/115-33-203rd-St-Saint-Albans-NY-11412/2077559104_zpid/,56:14.3
1874,"92 Maple Ave, Staten Island, NY 10302",4,6,,1899,TRUE,249900,https://www.zillow.com/homedetails/92-Maple-Ave-Staten-Island-NY-10302/32297393_zpid/,56:15.6
1875,"625 W 246th St, Bronx, NY 10471",625,6,7000,1940,TRUE,3895000,https://www.zillow.com/homedetails/625-W-246th-St-Bronx-NY-10471/29854125_zpid/,56:16.8
1876,"61 Lexington Ave APT G, New York, NY 10010",1,6,,1930,TRUE,459000,https://www.zillow.com/homedetails/61-Lexington-Ave-APT-G-New-York-NY-10010/2076719743_zpid/,56:17.9
1877,"42-39 194th St, Flushing, NY 11358",1,6,1600,1945,TRUE,849000,https://www.zillow.com/homedetails/42-39-194th-St-Flushing-NY-11358/2074562287_zpid/,56:18.7
1878,"6119 Liebig Ave, Bronx, NY 10471",2,6,1328,1930,TRUE,750000,https://www.zillow.com/homedetails/6119-Liebig-Ave-Bronx-NY-10471/29853956_zpid/,56:19.7
1879,"522 76th St, Brooklyn, NY 11209",522,6,2700,1910,TRUE,1500000,https://www.zillow.com/homedetails/522-76th-St-Brooklyn-NY-11209/30695900_zpid/,56:20.9
1880,"20804 33rd Ave, Flushing, NY 11361",4,,1612,1925,TRUE,879000,https://www.zillow.com/homedetails/20804-33rd-Ave-Flushing-NY-11361/32060121_zpid/,56:22.4
1881,"1007 Forest Ave, Staten Island, NY 10310",3,6,,1929,TRUE,550000,https://www.zillow.com/homedetails/1007-Forest-Ave-Staten-Island-NY-10310/32276943_zpid/,56:23.9
1882,"741 Beach Ave, Bronx, NY 10473",7,6,2800,1970,TRUE,645000,https://www.zillow.com/homedetails/741-Beach-Ave-Bronx-NY-10473/29792700_zpid/,56:25.4
1883,"740 Park Ave PH 17/18D, New York, NY 10021",3,6,,1930,TRUE,32500000,https://www.zillow.com/homedetails/740-Park-Ave-PH-17-18D-New-York-NY-10021/2084233151_zpid/,56:26.4
1884,"1015 Summit Ave APT 6A, Bronx, NY 10452",0,6,36900,1928,TRUE,70000,https://www.zillow.com/homedetails/1015-Summit-Ave-APT-6A-Bronx-NY-10452/244449990_zpid/,56:27.4
1885,"230 Timber Ridge Dr, Staten Island, NY 10306",3,6,,1988,TRUE,419000,https://www.zillow.com/homedetails/230-Timber-Ridge-Dr-Staten-Island-NY-10306/2072966460_zpid/,56:28.4
1886,"903 Sterling Pl, Brooklyn, NY 11216",2015,,2992,1899,TRUE,2399000,https://www.zillow.com/homedetails/903-Sterling-Pl-Brooklyn-NY-11216/30592176_zpid/,56:29.5
1887,"52 Slater Blvd, Staten Island, NY 10305",3,6,1200,1975,TRUE,589000,https://www.zillow.com/homedetails/52-Slater-Blvd-Staten-Island-NY-10305/32331259_zpid/,56:30.4
1888,"1499 Saint Johns Pl, Brooklyn, NY 11213",7,6,,1901,TRUE,899900,https://www.zillow.com/homedetails/1499-Saint-Johns-Pl-Brooklyn-NY-11213/30596684_zpid/,56:31.4
1889,"238 W 106th St APT 6C, New York, NY 10025",1909,6,,1925,TRUE,650000,https://www.zillow.com/homedetails/238-W-106th-St-APT-6C-New-York-NY-10025/2072649349_zpid/,56:32.4
1890,"210 W 122nd St, New York, NY 10027",6,,4750,1910,TRUE,3850000,https://www.zillow.com/homedetails/210-W-122nd-St-New-York-NY-10027/2138635696_zpid/,56:34.0
1891,"150 Sullivan St APT 37, New York, NY 10012",2,6,550,1900,TRUE,575000,https://www.zillow.com/homedetails/150-Sullivan-St-APT-37-New-York-NY-10012/112748291_zpid/,56:35.0
1892,"965C Kent Ave #C3, Brooklyn, NY 11205",400,6,2025,2003,TRUE,980000,https://www.zillow.com/homedetails/965C-Kent-Ave-C3-Brooklyn-NY-11205/2073227853_zpid/,56:36.1
1893,"100 Remsen St #E5, Brooklyn, NY 11201",0,6,,1950,TRUE,265000,https://www.zillow.com/homedetails/100-Remsen-St-E5-Brooklyn-NY-11201/2072645255_zpid/,56:36.9
1894,"130 William St #21B, New York, NY 10038",3,6,1528,2020,TRUE,2775990,https://www.zillow.com/homedetails/130-William-St-21B-New-York-NY-10038/2072359600_zpid/,56:37.8
1895,"50 Fairway Ave, Staten Island, NY 10304",3,,,1960,TRUE,524900,https://www.zillow.com/homedetails/50-Fairway-Ave-Staten-Island-NY-10304/32319427_zpid/,56:38.7
1896,"130 W 86th St #C10, New York, NY 10024",2,,1000,1926,TRUE,1199000,https://www.zillow.com/homedetails/130-W-86th-St-C10-New-York-NY-10024/2072323992_zpid/,56:39.6
1897,"3520 Tryon Ave APT 706, Bronx, NY 10467",1,6,800,1962,TRUE,179000,https://www.zillow.com/homedetails/3520-Tryon-Ave-APT-706-Bronx-NY-10467/244447079_zpid/,56:40.4
1898,"224-60 77th Ave, Oakland Gardens, NY 11364",26,6,,1950,TRUE,958000,https://www.zillow.com/homedetails/224-60-77th-Ave-Oakland-Gardens-NY-11364/2076384469_zpid/,56:41.4
1899,"26 Bank St, New York, NY 10014",5,,4664,1915,TRUE,19995000,https://www.zillow.com/homedetails/26-Bank-St-New-York-NY-10014/31500520_zpid/,56:42.3
1900,"912 Rhinelander Ave, Bronx, NY 10462",3,,1485,1950,TRUE,610000,https://www.zillow.com/homedetails/912-Rhinelander-Ave-Bronx-NY-10462/29814926_zpid/,56:43.4
1901,"8747 25th Ave, Brooklyn, NY 11214",4,6,1856,1950,TRUE,880000,https://www.zillow.com/homedetails/8747-25th-Ave-Brooklyn-NY-11214/30730425_zpid/,56:44.5
1902,"10-21 162nd St #3C, Whitestone, NY 11357",3,6,,1955,TRUE,410000,https://www.zillow.com/homedetails/10-21-162nd-St-3C-Whitestone-NY-11357/251289638_zpid/,56:45.6
1903,"26 Hunton St, Staten Island, NY 10304",3,6,,1940,TRUE,788888,https://www.zillow.com/homedetails/26-Hunton-St-Staten-Island-NY-10304/32294035_zpid/,56:46.3
1904,"440 9th St APT 3, Brooklyn, NY 11215",1,6,2535,1921,TRUE,699000,https://www.zillow.com/homedetails/440-9th-St-APT-3-Brooklyn-NY-11215/30584896_zpid/,56:47.5
1905,"3452 Ely Ave, Bronx, NY 10469",3452,6,2300,1920,TRUE,769000,https://www.zillow.com/homedetails/3452-Ely-Ave-Bronx-NY-10469/29833984_zpid/,56:48.4
1906,"224 Lefferts Ave APT 1, Brooklyn, NY 11225",1,6,650,224,TRUE,180000,https://www.zillow.com/homedetails/224-Lefferts-Ave-APT-1-Brooklyn-NY-11225/2103422698_zpid/,56:49.5
1907,"20 Sutton Pl S APT 19B, New York, NY 10022",3,6,2300,1953,TRUE,1599000,https://www.zillow.com/homedetails/20-Sutton-Pl-S-APT-19B-New-York-NY-10022/244787977_zpid/,56:50.4
1908,"77 Bleecker St APT 206, New York, NY 10012",0,6,525,1930,TRUE,440000,https://www.zillow.com/homedetails/77-Bleecker-St-APT-206-New-York-NY-10012/72512402_zpid/,56:51.5
1909,"622 Foster Ave #7B, Brooklyn, NY 11230",367,,1698,2008,TRUE,1178000,https://www.zillow.com/homedetails/622-Foster-Ave-7B-Brooklyn-NY-11230/89071805_zpid/,56:52.4
1910,"678 E 22nd St, Brooklyn, NY 11210",678,6,2320,1920,TRUE,1995000,https://www.zillow.com/homedetails/678-E-22nd-St-Brooklyn-NY-11210/30669327_zpid/,56:53.5
1911,"573 Gates Ave #3F, Brooklyn, NY 11221",1,6,617,1931,TRUE,499000,https://www.zillow.com/homedetails/573-Gates-Ave-3F-Brooklyn-NY-11221/2077555948_zpid/,56:54.7
1912,"216 Greenway S, Forest Hills Gardens, NY 11375",5,6,3541,1920,TRUE,2699000,https://www.zillow.com/homedetails/216-Greenway-S-Forest-Hills-Gardens-NY-11375/300305691_zpid/,56:55.5
1913,"115-33 203rd St, Saint Albans, NY 11412",115,6,,1950,TRUE,649000,https://www.zillow.com/homedetails/115-33-203rd-St-Saint-Albans-NY-11412/2077559104_zpid/,56:57.2
1914,"92 Maple Ave, Staten Island, NY 10302",4,6,,1899,TRUE,249900,https://www.zillow.com/homedetails/92-Maple-Ave-Staten-Island-NY-10302/32297393_zpid/,56:58.1
1915,"625 W 246th St, Bronx, NY 10471",625,6,7000,1940,TRUE,3895000,https://www.zillow.com/homedetails/625-W-246th-St-Bronx-NY-10471/29854125_zpid/,56:59.3
1916,"61 Lexington Ave APT G, New York, NY 10010",1,6,,1930,TRUE,459000,https://www.zillow.com/homedetails/61-Lexington-Ave-APT-G-New-York-NY-10010/2076719743_zpid/,57:00.3
1917,"42-39 194th St, Flushing, NY 11358",1,6,1600,1945,TRUE,849000,https://www.zillow.com/homedetails/42-39-194th-St-Flushing-NY-11358/2074562287_zpid/,57:01.2
1918,"6119 Liebig Ave, Bronx, NY 10471",2,6,1328,1930,TRUE,750000,https://www.zillow.com/homedetails/6119-Liebig-Ave-Bronx-NY-10471/29853956_zpid/,57:01.9
1919,"522 76th St, Brooklyn, NY 11209",522,6,2700,1910,TRUE,1500000,https://www.zillow.com/homedetails/522-76th-St-Brooklyn-NY-11209/30695900_zpid/,57:03.1
1920,"20804 33rd Ave, Flushing, NY 11361",4,,1612,1925,TRUE,879000,https://www.zillow.com/homedetails/20804-33rd-Ave-Flushing-NY-11361/32060121_zpid/,57:04.3
1921,"27 Macon Ave, Staten Island, NY 10312",3,6,,1970,TRUE,649827,https://www.zillow.com/homedetails/27-Macon-Ave-Staten-Island-NY-10312/32356214_zpid/,57:05.4
1922,"70-22 175th St, Fresh Meadows, NY 11365",3,6,1683,1940,TRUE,828000,https://www.zillow.com/homedetails/70-22-175th-St-Fresh-Meadows-NY-11365/2072723963_zpid/,57:06.8
1923,"307 Halsey St, Brooklyn, NY 11216",5,6,3000,1899,TRUE,1495000,https://www.zillow.com/homedetails/307-Halsey-St-Brooklyn-NY-11216/30610645_zpid/,57:07.6
1924,"7719 45th Ave, Flushing, NY 11373",3,,1945,1925,TRUE,1099000,https://www.zillow.com/homedetails/7719-45th-Ave-Flushing-NY-11373/31965259_zpid/,57:08.6
1925,"455 W 19th St PENTHOUSE 1, New York, NY 10011",4,6,3794,2019,TRUE,22750000,https://www.zillow.com/homedetails/455-W-19th-St-PENTHOUSE-1-New-York-NY-10011/2082045824_zpid/,57:09.5
1926,"366 Rolling Hill Grn, Staten Island, NY 10312",2,6,,1980,TRUE,449900,https://www.zillow.com/homedetails/366-Rolling-Hill-Grn-Staten-Island-NY-10312/32361378_zpid/,57:10.6
1927,"3293 Lucerne St, Bronx, NY 10465",3293,6,1188,1920,TRUE,525000,https://www.zillow.com/homedetails/3293-Lucerne-St-Bronx-NY-10465/29844145_zpid/,57:11.6
1928,"86-40 155th Ave #2, Howard Beach, NY 11414",2,6,,1970,TRUE,255000,https://www.zillow.com/homedetails/86-40-155th-Ave-2-Howard-Beach-NY-11414/2077084732_zpid/,57:13.0
1929,"79 Lamport Blvd, Staten Island, NY 10305",3,6,1152,1960,TRUE,549000,https://www.zillow.com/homedetails/79-Lamport-Blvd-Staten-Island-NY-10305/32325103_zpid/,57:14.2
1930,"81-48 249th St, Bellerose, NY 11426",5,6,1270,1955,TRUE,728000,https://www.zillow.com/homedetails/81-48-249th-St-Bellerose-NY-11426/2072325613_zpid/,57:15.1
1931,"424 E 115th St #3A, New York, NY 10029",0,6,200,1910,TRUE,105000,https://www.zillow.com/homedetails/424-E-115th-St-3A-New-York-NY-10029/2075670691_zpid/,57:16.3
1932,"5710 Junction Blvd APT 2D, Flushing, NY 11373",5,6,1250,1950,TRUE,525000,https://www.zillow.com/homedetails/5710-Junction-Blvd-APT-2D-Flushing-NY-11373/245463882_zpid/,57:17.3
1933,"3636 Greystone Ave APT 2E, Bronx, NY 10463",3,6,1350,1940,TRUE,309900,https://www.zillow.com/homedetails/3636-Greystone-Ave-APT-2E-Bronx-NY-10463/215955268_zpid/,57:18.1
1934,"139 W 131st St, New York, NY 10027",3,6,3816,1910,TRUE,3150000,https://www.zillow.com/homedetails/139-W-131st-St-New-York-NY-10027/31551885_zpid/,57:19.3
1935,"815 8th Ave APT 4R, Brooklyn, NY 11215",815,6,618,1920,TRUE,695000,https://www.zillow.com/homedetails/815-8th-Ave-APT-4R-Brooklyn-NY-11215/92693486_zpid/,57:20.9
1936,"246-15 57th Dr, Little Neck, NY 11362",246,6,1100,1951,TRUE,335000,https://www.zillow.com/homedetails/246-15-57th-Dr-Little-Neck-NY-11362/2072844099_zpid/,57:22.1
1937,"149 Clinton St, Brooklyn, NY 11201",4,,4902,1900,TRUE,10950000,https://www.zillow.com/homedetails/149-Clinton-St-Brooklyn-NY-11201/2079265897_zpid/,57:23.4
1938,"136 Stephens Ave, Bronx, NY 10473",8,,2500,2020,TRUE,999000,https://www.zillow.com/homedetails/136-Stephens-Ave-Bronx-NY-10473/112502177_zpid/,57:24.3
1939,"79-26 212th St, Oakland Gardens, NY 11364",79,6,1701,1945,TRUE,938000,https://www.zillow.com/homedetails/79-26-212th-St-Oakland-Gardens-NY-11364/2073227771_zpid/,57:25.2
1940,"374 Vanderbilt Ave, Brooklyn, NY 11238",374,6,3648,1899,TRUE,3995000,https://www.zillow.com/homedetails/374-Vanderbilt-Ave-Brooklyn-NY-11238/30613105_zpid/,57:26.6
1941,"100 W 57th St PENTHOUSE H, New York, NY 10019",0,6,600,1962,TRUE,140000,https://www.zillow.com/homedetails/100-W-57th-St-PENTHOUSE-H-New-York-NY-10019/306707670_zpid/,57:27.9
1942,"313 E Houston St #1, New York, NY 10002",313,6,,1910,TRUE,850000,https://www.zillow.com/homedetails/313-E-Houston-St-1-New-York-NY-10002/2072878876_zpid/,57:28.9
1943,"85-10 34th Ave APT 122, Jackson Heights, NY 11372",2,6,1000,1927,TRUE,460000,https://www.zillow.com/homedetails/85-10-34th-Ave-APT-122-Jackson-Heights-NY-11372/79734511_zpid/,57:29.9
1944,"2123 Albemarle Ter, Brooklyn, NY 11226",4,6,3500,1920,TRUE,2395000,https://www.zillow.com/homedetails/2123-Albemarle-Ter-Brooklyn-NY-11226/30666391_zpid/,57:30.9
1945,"547 W 47th St #1008, New York, NY 10036",2,6,1043,2020,TRUE,2710000,https://www.zillow.com/homedetails/547-W-47th-St-1008-New-York-NY-10036/2072319509_zpid/,57:32.1
1946,"2429 Brigham St, Brooklyn, NY 11235",1,,2640,1955,TRUE,828000,https://www.zillow.com/homedetails/2429-Brigham-St-Brooklyn-NY-11235/30748569_zpid/,57:33.3
1947,"35 Pleasant St, Staten Island, NY 10308",3,6,,2020,TRUE,969888,https://www.zillow.com/homedetails/35-Pleasant-St-Staten-Island-NY-10308/2077678007_zpid/,57:34.6
1948,"60-18 77th St, Middle Village, NY 11379",5,,,1950,TRUE,989000,https://www.zillow.com/homedetails/60-18-77th-St-Middle-Village-NY-11379/2073232695_zpid/,57:35.7
